account,country,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
sv,LV,0.4600,0.8900,118685,-0.4300,-48.31,0.3700,-51.0345,USD,USD,USD
evadav-rss,VN,0.1121,0.1300,2864715,-0.0179,-13.77,3.2590,-51.2784,USD,USD,USD
evadav-rss,EE,0.1000,0.7200,82711,-0.6200,-86.11,0.0150,-51.2808,USD,USD,USD
sv2,MO,0.3600,0.8800,99060,-0.5200,-59.09,1.5300,-51.5112,USD,USD,USD
evadav-rss,IE,0.0852,0.2700,279296,-0.1848,-68.44,0.1560,-51.6139,USD,USD,USD
evadav-sv,NG,0.0595,0.1600,513885,-0.1005,-62.81,5.8730,-51.6454,USD,USD,USD
evadav-sv,SI,0.0755,0.7300,80272,-0.6545,-89.66,0.1000,-52.5380,USD,USD,USD
evadav-sv,BE,0.0823,0.2000,451606,-0.1177,-58.85,0.3310,-53.1540,USD,USD,USD
evadav-sv,CI,0.0764,0.2000,430132,-0.1236,-61.80,0.5430,-53.1643,USD,USD,USD
evadav-sv,EE,0.0763,0.7200,82711,-0.6437,-89.40,0.0580,-53.2411,USD,USD,USD
evadav-rss,IQ,0.0728,0.1500,711678,-0.0772,-51.47,1.5020,-54.9415,USD,USD,USD
evadav-rss,DZ,0.0716,0.1200,1135876,-0.0484,-40.33,3.8970,-54.9764,USD,USD,USD
evadav-rss,MN,0.1379,0.3600,250109,-0.2221,-61.69,0.9730,-55.5492,USD,USD,USD
evadav-rss,HU,0.1319,0.3800,226006,-0.2481,-65.29,0.3340,-56.0721,USD,USD,USD
evadav-sv,CH,0.1805,0.3600,313514,-0.1795,-49.86,1.2340,-56.2758,USD,USD,USD
evadav-sv,KZ,0.1306,0.1900,962519,-0.0594,-31.26,3.1270,-57.1736,USD,USD,USD
evadav-sv,IE,0.0652,0.2700,279296,-0.2048,-75.85,0.2350,-57.1998,USD,USD,USD
evadav-rss,NZ,0.1097,0.5100,144323,-0.4003,-78.49,0.0860,-57.7725,USD,USD,USD
evadav-rss,CZ,0.1802,0.3500,352466,-0.1698,-48.51,0.0800,-59.8487,USD,USD,USD
sv2,PE,0.2000,0.3000,615056,-0.1000,-33.33,14.3300,-61.5056,USD,USD,USD
evadav-rss,MO,0.2428,0.8800,99060,-0.6372,-72.41,0.0420,-63.1210,USD,USD,USD
evadav-sv,FI,0.0837,0.4400,178913,-0.3563,-80.98,0.4870,-63.7467,USD,USD,USD
evadav-sv,GR,0.0503,0.2200,377795,-0.1697,-77.14,0.4870,-64.1118,USD,USD,USD
evadav-rss,LV,0.3448,0.8900,118685,-0.5452,-61.26,0.0600,-64.7071,USD,USD,USD
evadav-sv,NZ,0.0573,0.5100,144323,-0.4527,-88.76,0.2230,-65.3350,USD,USD,USD
sv2,DK,0.3300,0.8000,142205,-0.4700,-58.75,10.2500,-66.8364,USD,USD,USD
evadav-rss,AT,0.1271,0.3000,393356,-0.1729,-57.63,0.1670,-68.0113,USD,USD,USD
sv,DK,0.3000,0.8000,142205,-0.5000,-62.50,0.8700,-71.1025,USD,USD,USD
sv,MZ,0.4300,1.0000,125538,-0.5700,-57.00,0.3800,-71.5567,USD,USD,USD
evadav-sv,MN,0.0669,0.3600,250109,-0.2931,-81.42,3.6230,-73.3069,USD,USD,USD
evadav-sv,IQ,0.0469,0.1500,711678,-0.1031,-68.73,1.7220,-73.3740,USD,USD,USD
sv2,MM,0.7800,1.5700,93066,-0.7900,-50.32,20.4800,-73.5221,USD,USD,USD
nsd,MO,0.1300,0.8800,99060,-0.7500,-85.23,0.1600,-74.2950,USD,USD,USD
sv,MO,0.1300,0.8800,99060,-0.7500,-85.23,0.0900,-74.2950,USD,USD,USD
nsd,DK,0.2700,0.8000,142205,-0.5300,-66.25,2.2600,-75.3687,USD,USD,USD
evadav-sv,HU,0.0454,0.3800,226006,-0.3346,-88.05,0.2800,-75.6216,USD,USD,USD
evadav-sv,MO,0.0950,0.8800,99060,-0.7850,-89.20,0.0170,-77.7621,USD,USD,USD
evadav-sv,ES,0.0805,0.1200,1987779,-0.0395,-32.92,1.6920,-78.5173,USD,USD,USD
nsd,MM,0.7100,1.5700,93066,-0.8600,-54.78,6.6900,-80.0368,USD,USD,USD
nsd,EG,0.2500,0.2700,4039439,-0.0200,-7.41,224.7700,-80.7888,USD,USD,USD
sv2,NO,0.3900,0.8000,201959,-0.4100,-51.25,19.2700,-82.8032,USD,USD,USD
evadav-sv,AT,0.0891,0.3000,393356,-0.2109,-70.30,0.7420,-82.9588,USD,USD,USD
evadav-sv,LV,0.1731,0.8900,118685,-0.7169,-80.55,0.1380,-85.0853,USD,USD,USD
sv,TR,0.1000,0.1300,2885035,-0.0300,-23.08,13.0900,-86.5510,USD,USD,USD
nsd,NO,0.3700,0.8000,201959,-0.4300,-53.75,1.8500,-86.8424,USD,USD,USD
evadav-sv,CZ,0.0948,0.3500,352466,-0.2552,-72.91,0.5480,-89.9493,USD,USD,USD
evadav-rss,DK,0.1635,0.8000,142205,-0.6365,-79.56,0.1020,-90.5135,USD,USD,USD
evadav-rss,PE,0.1520,0.3000,615056,-0.1480,-49.33,0.5530,-91.0283,USD,USD,USD
evadav-rss,LK,0.1395,0.3000,573663,-0.1605,-53.50,3.4460,-92.0729,USD,USD,USD
evadav-rss,MM,0.5732,1.5700,93066,-0.9968,-63.49,1.2640,-92.7682,USD,USD,USD
sv,NO,0.3400,0.8000,201959,-0.4600,-57.50,0.7800,-92.9011,USD,USD,USD
evadav-sv,MZ,0.2581,1.0000,125538,-0.7419,-74.19,0.2220,-93.1366,USD,USD,USD
evadav-sv,DK,0.1428,0.8000,142205,-0.6572,-82.15,0.4320,-93.4571,USD,USD,USD
evadav-sv,DZ,0.0370,0.1200,1135876,-0.0830,-69.17,1.4890,-94.2777,USD,USD,USD
evadav-rss,KZ,0.0888,0.1900,962519,-0.1012,-53.26,0.5390,-97.4069,USD,USD,USD
sv2,IT,0.2100,0.2700,1730383,-0.0600,-22.22,69.5100,-103.8230,USD,USD,USD
evadav-sv,HK,0.1117,0.4100,356751,-0.2983,-72.76,0.3800,-106.4188,USD,USD,USD
evadav-sv,BR,0.0678,0.0900,5364373,-0.0222,-24.67,1.0820,-119.0891,USD,USD,USD
evadav-rss,NO,0.2035,0.8000,201959,-0.5965,-74.56,0.1620,-120.4685,USD,USD,USD
evadav-rss,MA,0.1338,0.1900,2146617,-0.0562,-29.58,1.5640,-120.6399,USD,USD,USD
evadav-sv,LK,0.0870,0.3000,573663,-0.2130,-71.00,11.9190,-122.1902,USD,USD,USD
evadav-sv,AR,0.0913,0.1400,2543794,-0.0487,-34.79,0.6110,-123.8828,USD,USD,USD
evadav-sv,BG,0.0585,0.3000,525158,-0.2415,-80.50,0.5990,-126.8257,USD,USD,USD
sv,KR,0.3700,0.5100,929586,-0.1400,-27.45,51.6300,-130.1420,USD,USD,USD
evadav-sv,MM,0.1590,1.5700,93066,-1.4110,-89.87,0.2450,-131.3161,USD,USD,USD
evadav-sv,TH,0.2245,0.3100,1556396,-0.0855,-27.58,1.5140,-133.0719,USD,USD,USD
evadav-sv,VN,0.0821,0.1300,2864715,-0.0479,-36.85,7.0950,-137.2198,USD,USD,USD
evadav-sv,NO,0.1055,0.8000,201959,-0.6945,-86.81,0.1580,-140.2605,USD,USD,USD
evadav-sv,PL,0.0980,0.2400,1069025,-0.1420,-59.17,2.2030,-151.8016,USD,USD,USD
evadav-rss,TR,0.0756,0.1300,2885035,-0.0544,-41.85,4.9480,-156.9459,USD,USD,USD
sv2,AU,0.3400,0.5100,932850,-0.1700,-33.33,24.6400,-158.5845,USD,USD,USD
evadav-rss,EC,0.1842,0.2800,1687285,-0.0958,-34.21,0.5730,-161.6419,USD,USD,USD
evadav-sv,PE,0.0323,0.3000,615056,-0.2677,-89.23,0.1310,-164.6505,USD,USD,USD
sv2,FR,0.1800,0.2300,3342000,-0.0500,-21.74,67.7900,-167.1000,USD,USD,USD
sv2,KR,0.3300,0.5100,929586,-0.1800,-35.29,69.2600,-167.3255,USD,USD,USD
nsd,IT,0.1700,0.2700,1730383,-0.1000,-37.04,29.7900,-173.0383,USD,USD,USD
nsd,TR,0.0700,0.1300,2885035,-0.0600,-46.15,23.2500,-173.1021,USD,USD,USD
sv2,TR,0.0700,0.1300,2885035,-0.0600,-46.15,53.1100,-173.1021,USD,USD,USD
sv,AU,0.3100,0.5100,932850,-0.2000,-39.22,4.1100,-186.5700,USD,USD,USD
evadav-rss,AU,0.3028,0.5100,932850,-0.2072,-40.63,0.9770,-193.2865,USD,USD,USD
evadav-rss,NL,0.1970,0.3000,1877158,-0.1030,-34.33,1.2150,-193.3473,USD,USD,USD
sv,JP,0.2400,0.3000,3621897,-0.0600,-20.00,29.7300,-217.3138,USD,USD,USD
nsd,KR,0.2600,0.5100,929586,-0.2500,-49.02,13.0700,-232.3965,USD,USD,USD
sv2,EC,0.1400,0.2800,1687285,-0.1400,-50.00,14.7200,-236.2199,USD,USD,USD
evadav-sv,MA,0.0782,0.1900,2146617,-0.1118,-58.84,3.9620,-239.9918,USD,USD,USD
evadav-rss,IT,0.1271,0.2700,1730383,-0.1429,-52.93,4.9140,-247.2717,USD,USD,USD
sv2,UA,0.2100,0.3600,1831309,-0.1500,-41.67,12.4800,-274.6964,USD,USD,USD
nsd,AU,0.2100,0.5100,932850,-0.3000,-58.82,7.5300,-279.8550,USD,USD,USD
sv2,EG,0.2000,0.2700,4039439,-0.0700,-25.93,430.9200,-282.7607,USD,USD,USD
evadav-sv,CA,0.1229,0.2400,2464723,-0.1171,-48.79,2.4040,-288.6191,USD,USD,USD
evadav-sv,NL,0.1432,0.3000,1877158,-0.1568,-52.27,1.9530,-294.3384,USD,USD,USD
evadav-sv,TR,0.0272,0.1300,2885035,-0.1028,-79.08,2.5880,-296.5816,USD,USD,USD
nsd,JP,0.2100,0.3000,3621897,-0.0900,-30.00,21.7700,-325.9707,USD,USD,USD
evadav-sv,RU,0.1677,0.2200,6400669,-0.0523,-23.77,0.0260,-334.7550,USD,USD,USD
evadav-sv,AU,0.1488,0.5100,932850,-0.3612,-70.82,2.8200,-336.9454,USD,USD,USD
evadav-sv,IT,0.0646,0.2700,1730383,-0.2054,-76.07,5.8110,-355.4207,USD,USD,USD
evadav-sv,EC,0.0673,0.2800,1687285,-0.2127,-75.96,0.0950,-358.8855,USD,USD,USD
evadav-rss,KR,0.1214,0.5100,929586,-0.3886,-76.20,0.8040,-361.2371,USD,USD,USD
evadav-sv,MX,0.0644,0.2000,2765632,-0.1356,-67.80,0.8090,-375.0197,USD,USD,USD
nsd,IN,0.0700,0.0900,19321785,-0.0200,-22.22,509.4200,-386.4357,USD,USD,USD
sv,IN,0.0700,0.0900,19321785,-0.0200,-22.22,141.0800,-386.4357,USD,USD,USD
evadav-sv,CL,0.0900,0.2500,2424917,-0.1600,-64.00,1.0220,-387.9867,USD,USD,USD
evadav-rss,CL,0.0870,0.2500,2424917,-0.1630,-65.20,0.3010,-395.2615,USD,USD,USD
evadav-sv,KR,0.0496,0.5100,929586,-0.4604,-90.27,0.6460,-427.9814,USD,USD,USD
sv,ID,0.2800,0.3300,8654778,-0.0500,-15.15,18.1100,-432.7389,USD,USD,USD
sv2,JP,0.1600,0.3000,3621897,-0.1400,-46.67,138.7600,-507.0656,USD,USD,USD
evadav-sv,PH,0.2185,0.2900,7137943,-0.0715,-24.66,156.4250,-510.3629,USD,USD,USD
sv,RU,0.1400,0.2200,6400669,-0.0800,-36.36,0.1100,-512.0535,USD,USD,USD
evadav-rss,EG,0.1411,0.2700,4039439,-0.1289,-47.74,39.1700,-520.6837,USD,USD,USD
evadav-sv,FR,0.0736,0.2300,3342000,-0.1564,-68.00,3.1870,-522.6888,USD,USD,USD
evadav-sv,DE,0.0728,0.1800,4972504,-0.1072,-59.56,7.8870,-533.0524,USD,USD,USD
evadav-rss,IN,0.0616,0.0900,19321785,-0.0284,-31.56,38.8770,-548.7387,USD,USD,USD
evadav-rss,RU,0.1324,0.2200,6400669,-0.0876,-39.82,0.5560,-560.6986,USD,USD,USD
sv2,ID,0.2600,0.3300,8654778,-0.0700,-21.21,87.6200,-605.8345,USD,USD,USD
evadav-sv,US,0.1493,0.2100,10867061,-0.0607,-28.90,19.5480,-659.6306,USD,USD,USD
evadav-sv,BD,0.1169,0.2600,5055135,-0.1431,-55.04,3.9210,-723.3898,USD,USD,USD
evadav-rss,JP,0.0924,0.3000,3621897,-0.2076,-69.20,2.2940,-751.9058,USD,USD,USD
evadav-sv,EG,0.0596,0.2700,4039439,-0.2104,-77.93,14.7730,-849.8980,USD,USD,USD
evadav-rss,BD,0.0888,0.2600,5055135,-0.1712,-65.85,16.2550,-865.4391,USD,USD,USD
evadav-sv,JP,0.0415,0.3000,3621897,-0.2585,-86.17,1.1650,-936.2604,USD,USD,USD
evadav-sv,IN,0.0307,0.0900,19321785,-0.0593,-65.89,55.0610,-1145.7819,USD,USD,USD
evadav-rss,ID,0.1318,0.3300,8654778,-0.1982,-60.06,93.1340,-1715.3770,USD,USD,USD
evadav-sv,ID,0.0911,0.3300,8654778,-0.2389,-72.39,2.3070,-2067.6265,USD,USD,USD
